gameid,date,league,patch,blue,red,blue_win,best_of
LPL/2024 Season/Summer Placements_Week 2_2_1,2024-06-10 11:35:00,LPL,14.10,Bilibili Gaming,LGD Gaming,1,1
LPL/2024 Season/Summer Placements_Week 2_2_2,2024-06-10 12:43:00,LPL,14.10,LGD Gaming,Bilibili Gaming,0,1
LEC/2024 Season/Summer Season_Week 1_11_1,2024-06-10 15:09:00,LEC,14.11,Fnatic,Team Vitality,1,1
LEC/2024 Season/Summer Season_Week 1_12_1,2024-06-10 15:58:00,LEC,14.11,GIANTX,SK Gaming,0,1
LEC/2024 Season/Summer Season_Week 1_13_1,2024-06-10 16:58:00,LEC,14.11,Team BDS,G2 Esports,1,1
LEC/2024 Season/Summer Season_Week 1_14_1,2024-06-10 18:01:00,LEC,14.11,Rogue (European Team),Karmine Corp,0,1
LEC/2024 Season/Summer Season_Week 1_15_1,2024-06-10 18:54:00,LEC,14.11,Team Heretics,MAD Lions KOI,0,1
LPL/2024 Season/Summer Placements_Week 2_3_1,2024-06-11 09:17:00,LPL,14.10,Invictus Gaming,Anyone's Legend,0,1
LPL/2024 Season/Summer Placements_Week 2_3_2,2024-06-11 10:05:00,LPL,14.10,Anyone's Legend,Invictus Gaming,1,1
LPL/2024 Season/Summer Placements_Week 2_4_1,2024-06-11 11:19:00,LPL,14.10,Ninjas in Pyjamas.CN,Ultra Prime,1,1
LPL/2024 Season/Summer Placements_Week 2_4_2,2024-06-11 12:15:00,LPL,14.10,Ultra Prime,Ninjas in Pyjamas.CN,0,1
LCK/2024 Season/Summer Season_Week 1_1_1,2024-06-12 08:12:00,LCK,14.11,Dplus Kia,Hanwha Life Esports,1,1
LCK/2024 Season/Summer Season_Week 1_1_2,2024-06-12 08:59:00,LCK,14.11,Hanwha Life Esports,Dplus Kia,1,1
LPL/2024 Season/Summer Placements_Week 2_5_1,2024-06-12 09:16:00,LPL,14.10,LNG Esports,Rare Atom,1,1
LCK/2024 Season/Summer Season_Week 1_1_3,2024-06-12 09:54:00,LCK,14.11,Dplus Kia,Hanwha Life Esports,1,1
LPL/2024 Season/Summer Placements_Week 2_5_2,2024-06-12 10:10:00,LPL,14.10,Rare Atom,LNG Esports,1,1
LPL/2024 Season/Summer Placements_Week 2_5_3,2024-06-12 11:01:00,LPL,14.10,LNG Esports,Rare Atom,0,1
LPL/2024 Season/Summer Placements_Week 2_6_1,2024-06-12 11:16:00,LPL,14.10,Top Esports,Oh My God,1,1
LCK/2024 Season/Summer Season_Week 1_2_1,2024-06-12 11:53:00,LCK,14.11,Nongshim RedForce,BNK FEARX,0,1
LPL/2024 Season/Summer Placements_Week 2_6_2,2024-06-12 12:08:00,LPL,14.10,Oh My God,Top Esports,0,1
LCK/2024 Season/Summer Season_Week 1_2_2,2024-06-12 12:51:00,LCK,14.11,BNK FEARX,Nongshim RedForce,0,1
LCK/2024 Season/Summer Season_Week 1_2_3,2024-06-12 13:46:00,LCK,14.11,Nongshim RedForce,BNK FEARX,0,1
LCK/2024 Season/Summer Season_Week 1_3_1,2024-06-13 08:10:00,LCK,14.11,KT Rolster,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 1_3_2,2024-06-13 09:06:00,LCK,14.11,KT Rolster,Kwangdong Freecs,0,1
LPL/2024 Season/Summer Placements_Week 2_7_1,2024-06-13 09:16:00,LPL,14.10,Anyone's Legend,Weibo Gaming,0,1
LPL/2024 Season/Summer Placements_Week 2_7_2,2024-06-13 10:13:00,LPL,14.10,Weibo Gaming,Anyone's Legend,1,1
LCK/2024 Season/Summer Season_Week 1_4_1,2024-06-13 10:51:00,LCK,14.11,OKSavingsBank BRION,DRX,1,1
LPL/2024 Season/Summer Placements_Week 2_8_1,2024-06-13 11:18:00,LPL,14.10,Team WE,Bilibili Gaming,1,1
LCK/2024 Season/Summer Season_Week 1_4_2,2024-06-13 11:44:00,LCK,14.11,DRX,OKSavingsBank BRION,1,1
LPL/2024 Season/Summer Placements_Week 2_8_2,2024-06-13 12:15:00,LPL,14.10,Bilibili Gaming,Team WE,1,1
LCK/2024 Season/Summer Season_Week 1_4_3,2024-06-13 12:35:00,LCK,14.11,OKSavingsBank BRION,DRX,0,1
LPL/2024 Season/Summer Placements_Week 2_8_3,2024-06-13 13:06:00,LPL,14.10,Team WE,Bilibili Gaming,0,1
LCK/2024 Season/Summer Season_Week 1_5_1,2024-06-14 08:11:00,LCK,14.11,Gen.G,BNK FEARX,1,1
LCK/2024 Season/Summer Season_Week 1_5_2,2024-06-14 09:02:00,LCK,14.11,BNK FEARX,Gen.G,0,1
LPL/2024 Season/Summer Placements_Week 2_9_1,2024-06-14 09:16:00,LPL,14.10,Royal Never Give Up,LGD Gaming,0,1
LPL/2024 Season/Summer Placements_Week 2_9_2,2024-06-14 10:15:00,LPL,14.10,LGD Gaming,Royal Never Give Up,0,1
LCK/2024 Season/Summer Season_Week 1_6_1,2024-06-14 10:51:00,LCK,14.11,T1,Nongshim RedForce,1,1
LPL/2024 Season/Summer Placements_Week 2_9_3,2024-06-14 11:06:00,LPL,14.10,Royal Never Give Up,LGD Gaming,0,1
LPL/2024 Season/Summer Placements_Week 2_10_1,2024-06-14 11:16:00,LPL,14.10,Invictus Gaming,Ninjas in Pyjamas.CN,0,1
LCK/2024 Season/Summer Season_Week 1_6_2,2024-06-14 11:50:00,LCK,14.11,T1,Nongshim RedForce,1,1
LPL/2024 Season/Summer Placements_Week 2_10_2,2024-06-14 12:08:00,LPL,14.10,Ninjas in Pyjamas.CN,Invictus Gaming,0,1
LPL/2024 Season/Summer Placements_Week 2_10_3,2024-06-14 13:07:00,LPL,14.10,Ninjas in Pyjamas.CN,Invictus Gaming,0,1
LCK/2024 Season/Summer Season_Week 1_7_1,2024-06-15 06:07:00,LCK,14.11,OKSavingsBank BRION,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 1_7_2,2024-06-15 06:59:00,LCK,14.11,OKSavingsBank BRION,Kwangdong Freecs,1,1
LCK/2024 Season/Summer Season_Week 1_7_3,2024-06-15 07:49:00,LCK,14.11,OKSavingsBank BRION,Kwangdong Freecs,0,1
LPL/2024 Season/Summer Placements_Week 2_11_1,2024-06-15 09:16:00,LPL,14.10,EDward Gaming,ThunderTalk Gaming,1,1
LCK/2024 Season/Summer Season_Week 1_8_1,2024-06-15 09:34:00,LCK,14.11,KT Rolster,Dplus Kia,0,1
LPL/2024 Season/Summer Placements_Week 2_11_2,2024-06-15 10:10:00,LPL,14.10,ThunderTalk Gaming,EDward Gaming,0,1
LCK/2024 Season/Summer Season_Week 1_8_2,2024-06-15 10:24:00,LCK,14.11,KT Rolster,Dplus Kia,1,1
LPL/2024 Season/Summer Placements_Week 2_12_1,2024-06-15 11:17:00,LPL,14.10,FunPlus Phoenix,JD Gaming,0,1
LCK/2024 Season/Summer Season_Week 1_8_3,2024-06-15 11:21:00,LCK,14.11,Dplus Kia,KT Rolster,1,1
LPL/2024 Season/Summer Placements_Week 2_12_2,2024-06-15 12:10:00,LPL,14.10,JD Gaming,FunPlus Phoenix,1,1
LEC/2024 Season/Summer Season_Week 2_1_1,2024-06-15 15:07:00,LEC,14.11,Team BDS,SK Gaming,0,1
LEC/2024 Season/Summer Season_Week 2_2_1,2024-06-15 16:02:00,LEC,14.11,Fnatic,Rogue (European Team),1,1
CBLOL/2024 Season/Split 2_Week 3_1_1,2024-06-15 16:12:00,CBLOL,14.11,KaBuM! Esports,INTZ,1,1
LEC/2024 Season/Summer Season_Week 2_3_1,2024-06-15 16:50:00,LEC,14.11,MAD Lions KOI,Team Vitality,0,1
CBLOL/2024 Season/Split 2_Week 3_2_1,2024-06-15 17:06:00,CBLOL,14.11,LOUD,LØS,1,1
LEC/2024 Season/Summer Season_Week 2_4_1,2024-06-15 17:38:00,LEC,14.11,Team Heretics,Karmine Corp,1,1
CBLOL/2024 Season/Split 2_Week 3_3_1,2024-06-15 17:56:00,CBLOL,14.11,RED Canids,FURIA,1,1
LEC/2024 Season/Summer Season_Week 2_5_1,2024-06-15 18:32:00,LEC,14.11,G2 Esports,GIANTX,1,1
CBLOL/2024 Season/Split 2_Week 3_4_1,2024-06-15 18:59:00,CBLOL,14.11,Fluxo,Vivo Keyd Stars,1,1
CBLOL/2024 Season/Split 2_Week 3_5_1,2024-06-15 19:57:00,CBLOL,14.11,Liberty,paiN Gaming,0,1
LCS/2024 Season/Summer Season_Week 1_1_1,2024-06-15 20:12:00,LCS,14.12,Team Liquid,FlyQuest,1,1
LCS/2024 Season/Summer Season_Week 1_1_2,2024-06-15 21:11:00,LCS,14.12,FlyQuest,Team Liquid,1,1
LCS/2024 Season/Summer Season_Week 1_1_3,2024-06-15 22:02:00,LCS,14.12,Team Liquid,FlyQuest,1,1
LCS/2024 Season/Summer Season_Week 1_2_1,2024-06-15 22:50:00,LCS,14.12,Cloud9,Dignitas,0,1
LCS/2024 Season/Summer Season_Week 1_2_2,2024-06-15 23:43:00,LCS,14.12,Cloud9,Dignitas,1,1
LCS/2024 Season/Summer Season_Week 1_2_3,2024-06-16 00:41:00,LCS,14.12,Cloud9,Dignitas,1,1
LCK/2024 Season/Summer Season_Week 1_9_1,2024-06-16 06:07:00,LCK,14.11,DRX,Hanwha Life Esports,0,1
LCK/2024 Season/Summer Season_Week 1_9_2,2024-06-16 06:56:00,LCK,14.11,DRX,Hanwha Life Esports,1,1
LCK/2024 Season/Summer Season_Week 1_9_3,2024-06-16 07:49:00,LCK,14.11,Hanwha Life Esports,DRX,1,1
LPL/2024 Season/Summer Placements_Week 2_13_1,2024-06-16 09:16:00,LPL,14.11,Rare Atom,LNG Esports,0,1
LCK/2024 Season/Summer Season_Week 1_10_1,2024-06-16 09:23:00,LCK,14.11,Gen.G,T1,1,1
LPL/2024 Season/Summer Placements_Week 2_13_2,2024-06-16 10:07:00,LPL,14.11,Rare Atom,LNG Esports,0,1
LCK/2024 Season/Summer Season_Week 1_10_2,2024-06-16 10:11:00,LCK,14.11,T1,Gen.G,0,1
LPL/2024 Season/Summer Placements_Week 2_14_1,2024-06-16 11:15:00,LPL,14.11,Oh My God,Top Esports,0,1
LPL/2024 Season/Summer Placements_Week 2_14_2,2024-06-16 12:02:00,LPL,14.11,Top Esports,Oh My God,1,1
LEC/2024 Season/Summer Season_Week 2_6_1,2024-06-16 15:07:00,LEC,14.11,Team Vitality,Team Heretics,1,1
LEC/2024 Season/Summer Season_Week 2_7_1,2024-06-16 15:57:00,LEC,14.11,Rogue (European Team),G2 Esports,0,1
CBLOL/2024 Season/Split 2_Week 3_6_1,2024-06-16 16:10:00,CBLOL,14.11,Vivo Keyd Stars,LØS,1,1
LEC/2024 Season/Summer Season_Week 2_8_1,2024-06-16 16:48:00,LEC,14.11,GIANTX,MAD Lions KOI,1,1
CBLOL/2024 Season/Split 2_Week 3_7_1,2024-06-16 17:00:00,CBLOL,14.11,paiN Gaming,RED Canids,1,1
LEC/2024 Season/Summer Season_Week 2_9_1,2024-06-16 17:34:00,LEC,14.11,SK Gaming,Fnatic,0,1
CBLOL/2024 Season/Split 2_Week 3_8_1,2024-06-16 17:58:00,CBLOL,14.11,KaBuM! Esports,LOUD,0,1
LEC/2024 Season/Summer Season_Week 2_10_1,2024-06-16 18:33:00,LEC,14.11,Karmine Corp,Team BDS,0,1
CBLOL/2024 Season/Split 2_Week 3_9_1,2024-06-16 18:48:00,CBLOL,14.11,FURIA,INTZ,1,1
CBLOL/2024 Season/Split 2_Week 3_10_1,2024-06-16 19:34:00,CBLOL,14.11,Fluxo,Liberty,1,1
LCS/2024 Season/Summer Season_Week 1_3_1,2024-06-16 20:11:00,LCS,14.12,100 Thieves,NRG,1,1
LCS/2024 Season/Summer Season_Week 1_3_2,2024-06-16 20:57:00,LCS,14.12,NRG,100 Thieves,0,1
LCS/2024 Season/Summer Season_Week 1_4_1,2024-06-16 21:45:00,LCS,14.12,Immortals,Shopify Rebellion,1,1
LCS/2024 Season/Summer Season_Week 1_4_2,2024-06-16 22:33:00,LCS,14.12,Immortals,Shopify Rebellion,1,1
LPL/2024 Season/Summer Placements_Week 3_1_1,2024-06-17 09:18:00,LPL,14.11,Weibo Gaming,Ultra Prime,0,1
LPL/2024 Season/Summer Placements_Week 3_1_2,2024-06-17 10:05:00,LPL,14.11,Ultra Prime,Weibo Gaming,1,1
LPL/2024 Season/Summer Placements_Week 3_2_1,2024-06-17 11:17:00,LPL,14.11,Anyone's Legend,Ninjas in Pyjamas.CN,1,1
LPL/2024 Season/Summer Placements_Week 3_2_2,2024-06-17 12:09:00,LPL,14.11,Ninjas in Pyjamas.CN,Anyone's Legend,1,1
LPL/2024 Season/Summer Placements_Week 3_2_3,2024-06-17 12:55:00,LPL,14.11,Anyone's Legend,Ninjas in Pyjamas.CN,1,1
LPL/2024 Season/Summer Placements_Week 3_3_1,2024-06-18 09:16:00,LPL,14.11,LGD Gaming,Royal Never Give Up,1,1
LPL/2024 Season/Summer Placements_Week 3_3_2,2024-06-18 10:14:00,LPL,14.11,Royal Never Give Up,LGD Gaming,0,1
LPL/2024 Season/Summer Placements_Week 3_4_1,2024-06-18 11:17:00,LPL,14.11,Bilibili Gaming,Team WE,1,1
LPL/2024 Season/Summer Placements_Week 3_4_2,2024-06-18 12:16:00,LPL,14.11,Team WE,Bilibili Gaming,0,1
LCK/2024 Season/Summer Season_Week 2_1_1,2024-06-19 08:06:00,LCK,14.12,Nongshim RedForce,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 2_1_2,2024-06-19 09:05:00,LCK,14.12,Nongshim RedForce,Kwangdong Freecs,0,1
LPL/2024 Season/Summer Placements_Week 3_5_1,2024-06-19 09:19:00,LPL,14.11,Ninjas in Pyjamas.CN,Invictus Gaming,1,1
LPL/2024 Season/Summer Placements_Week 3_5_2,2024-06-19 10:04:00,LPL,14.11,Invictus Gaming,Ninjas in Pyjamas.CN,0,1
LCK/2024 Season/Summer Season_Week 2_2_1,2024-06-19 10:43:00,LCK,14.12,Dplus Kia,T1,0,1
LPL/2024 Season/Summer Placements_Week 3_6_1,2024-06-19 11:17:00,LPL,14.11,ThunderTalk Gaming,JD Gaming,1,1
LCK/2024 Season/Summer Season_Week 2_2_2,2024-06-19 11:51:00,LCK,14.12,Dplus Kia,T1,0,1
LPL/2024 Season/Summer Placements_Week 3_6_2,2024-06-19 12:09:00,LPL,14.11,JD Gaming,ThunderTalk Gaming,1,1
LPL/2024 Season/Summer Placements_Week 3_6_3,2024-06-19 12:51:00,LPL,14.11,ThunderTalk Gaming,JD Gaming,0,1
LCK/2024 Season/Summer Season_Week 2_3_1,2024-06-20 08:06:00,LCK,14.12,KT Rolster,Gen.G,0,1
LCK/2024 Season/Summer Season_Week 2_3_2,2024-06-20 09:01:00,LCK,14.12,KT Rolster,Gen.G,0,1
LPL/2024 Season/Summer Placements_Week 3_7_1,2024-06-20 09:16:00,LPL,14.11,EDward Gaming,FunPlus Phoenix,0,1
LPL/2024 Season/Summer Placements_Week 3_7_2,2024-06-20 10:19:00,LPL,14.11,FunPlus Phoenix,EDward Gaming,0,1
LCK/2024 Season/Summer Season_Week 2_4_1,2024-06-20 10:36:00,LCK,14.12,DRX,BNK FEARX,1,1
LPL/2024 Season/Summer Placements_Week 3_7_3,2024-06-20 11:11:00,LPL,14.11,EDward Gaming,FunPlus Phoenix,0,1
LCK/2024 Season/Summer Season_Week 2_4_2,2024-06-20 11:31:00,LCK,14.12,BNK FEARX,DRX,0,1
LPL/2024 Season/Summer Placements_Week 3_8_1,2024-06-20 12:27:00,LPL,14.11,Oh My God,Rare Atom,0,1
LPL/2024 Season/Summer Placements_Week 3_8_2,2024-06-20 13:24:00,LPL,14.11,Rare Atom,Oh My God,1,1
LCK/2024 Season/Summer Season_Week 2_5_1,2024-06-21 08:05:00,LCK,14.12,OKSavingsBank BRION,Hanwha Life Esports,0,1
LCK/2024 Season/Summer Season_Week 2_5_2,2024-06-21 08:52:00,LCK,14.12,OKSavingsBank BRION,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Placements_Week 3_9_1,2024-06-21 09:18:00,LPL,14.11,Ultra Prime,Anyone's Legend,1,1
LPL/2024 Season/Summer Placements_Week 3_9_2,2024-06-21 10:15:00,LPL,14.11,Anyone's Legend,Ultra Prime,1,1
LCK/2024 Season/Summer Season_Week 2_6_1,2024-06-21 10:36:00,LCK,14.12,T1,Kwangdong Freecs,0,1
LPL/2024 Season/Summer Placements_Week 3_10_1,2024-06-21 11:17:00,LPL,14.11,Ninjas in Pyjamas.CN,Weibo Gaming,1,1
LPL/2024 Season/Summer Placements_Week 3_9_3,2024-06-21 11:19:00,LPL,14.11,Ultra Prime,Anyone's Legend,0,1
LCK/2024 Season/Summer Season_Week 2_6_2,2024-06-21 11:36:00,LCK,14.12,T1,Kwangdong Freecs,1,1
LPL/2024 Season/Summer Placements_Week 3_10_2,2024-06-21 12:06:00,LPL,14.11,Weibo Gaming,Ninjas in Pyjamas.CN,0,1
LCK/2024 Season/Summer Season_Week 2_6_3,2024-06-21 12:37:00,LCK,14.12,Kwangdong Freecs,T1,0,1
LCK/2024 Season/Summer Season_Week 2_7_1,2024-06-22 06:08:00,LCK,14.12,Nongshim RedForce,DRX,1,1
LCK/2024 Season/Summer Season_Week 2_7_2,2024-06-22 06:58:00,LCK,14.12,DRX,Nongshim RedForce,1,1
LCK/2024 Season/Summer Season_Week 2_7_3,2024-06-22 07:47:00,LCK,14.12,Nongshim RedForce,DRX,1,1
LPL/2024 Season/Summer Placements_Week 3_11_1,2024-06-22 09:18:00,LPL,14.11,Team WE,LGD Gaming,0,1
LCK/2024 Season/Summer Season_Week 2_8_1,2024-06-22 09:23:00,LCK,14.12,BNK FEARX,Dplus Kia,0,1
LPL/2024 Season/Summer Placements_Week 3_11_2,2024-06-22 10:25:00,LPL,14.11,LGD Gaming,Team WE,1,1
LCK/2024 Season/Summer Season_Week 2_8_2,2024-06-22 10:31:00,LCK,14.12,BNK FEARX,Dplus Kia,0,1
LPL/2024 Season/Summer Placements_Week 3_12_1,2024-06-22 11:15:00,LPL,14.11,Bilibili Gaming,Royal Never Give Up,1,1
LPL/2024 Season/Summer Placements_Week 3_12_2,2024-06-22 12:11:00,LPL,14.11,Bilibili Gaming,Royal Never Give Up,1,1
LEC/2024 Season/Summer Season_Week 3_1_1,2024-06-22 15:06:00,LEC,14.12,Team BDS,Rogue (European Team),1,1
LEC/2024 Season/Summer Season_Week 3_2_1,2024-06-22 15:55:00,LEC,14.12,Team Heretics,SK Gaming,0,1
CBLOL/2024 Season/Split 2_Week 4_1_1,2024-06-22 16:13:00,CBLOL,14.12,Liberty,FURIA,0,1
LEC/2024 Season/Summer Season_Week 3_3_1,2024-06-22 16:40:00,LEC,14.12,Team Vitality,GIANTX,0,1
CBLOL/2024 Season/Split 2_Week 4_2_1,2024-06-22 17:04:00,CBLOL,14.12,LØS,RED Canids,1,1
LEC/2024 Season/Summer Season_Week 3_4_1,2024-06-22 17:37:00,LEC,14.12,G2 Esports,Karmine Corp,1,1
CBLOL/2024 Season/Split 2_Week 4_3_1,2024-06-22 18:03:00,CBLOL,14.12,LOUD,Vivo Keyd Stars,1,1
LEC/2024 Season/Summer Season_Week 3_5_1,2024-06-22 18:27:00,LEC,14.12,MAD Lions KOI,Fnatic,0,1
CBLOL/2024 Season/Split 2_Week 4_4_1,2024-06-22 18:54:00,CBLOL,14.12,INTZ,Fluxo,1,1
CBLOL/2024 Season/Split 2_Week 4_5_1,2024-06-22 19:44:00,CBLOL,14.12,paiN Gaming,KaBuM! Esports,1,1
LCS/2024 Season/Summer Season_Week 2_1_1,2024-06-22 20:12:00,LCS,14.12,Cloud9,Immortals,1,1
LCS/2024 Season/Summer Season_Week 2_1_2,2024-06-22 20:56:00,LCS,14.12,Immortals,Cloud9,0,1
LCS/2024 Season/Summer Season_Week 2_2_1,2024-06-22 21:57:00,LCS,14.12,100 Thieves,Dignitas,0,1
LCS/2024 Season/Summer Season_Week 2_2_2,2024-06-22 22:47:00,LCS,14.12,100 Thieves,Dignitas,0,1
LCK/2024 Season/Summer Season_Week 2_9_1,2024-06-23 06:05:00,LCK,14.12,Gen.G,OKSavingsBank BRION,1,1
LCK/2024 Season/Summer Season_Week 2_9_2,2024-06-23 06:51:00,LCK,14.12,Gen.G,OKSavingsBank BRION,1,1
LCK/2024 Season/Summer Season_Week 2_10_1,2024-06-23 08:36:00,LCK,14.12,Hanwha Life Esports,KT Rolster,1,1
LPL/2024 Season/Summer Placements_Week 3_13_1,2024-06-23 09:17:00,LPL,14.11,Anyone's Legend,Invictus Gaming,1,1
LCK/2024 Season/Summer Season_Week 2_10_2,2024-06-23 09:23:00,LCK,14.12,KT Rolster,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Placements_Week 3_13_2,2024-06-23 10:08:00,LPL,14.11,Invictus Gaming,Anyone's Legend,0,1
LPL/2024 Season/Summer Placements_Week 3_14_1,2024-06-23 11:17:00,LPL,14.11,Top Esports,LNG Esports,0,1
LPL/2024 Season/Summer Placements_Week 3_14_2,2024-06-23 12:25:00,LPL,14.11,LNG Esports,Top Esports,0,1
LPL/2024 Season/Summer Placements_Week 3_14_3,2024-06-23 13:16:00,LPL,14.11,Top Esports,LNG Esports,1,1
LEC/2024 Season/Summer Season_Week 3_6_1,2024-06-23 15:08:00,LEC,14.12,Rogue (European Team),Team Heretics,1,1
LEC/2024 Season/Summer Season_Week 3_7_1,2024-06-23 16:04:00,LEC,14.12,GIANTX,Team BDS,0,1
CBLOL/2024 Season/Split 2_Week 4_6_1,2024-06-23 16:09:00,CBLOL,14.12,RED Canids,Fluxo,1,1
LEC/2024 Season/Summer Season_Week 3_8_1,2024-06-23 16:55:00,LEC,14.12,Fnatic,G2 Esports,0,1
CBLOL/2024 Season/Split 2_Week 4_7_1,2024-06-23 17:05:00,CBLOL,14.12,INTZ,paiN Gaming,0,1
LEC/2024 Season/Summer Season_Week 3_9_1,2024-06-23 17:48:00,LEC,14.12,SK Gaming,MAD Lions KOI,1,1
CBLOL/2024 Season/Split 2_Week 4_8_1,2024-06-23 17:56:00,CBLOL,14.12,Vivo Keyd Stars,Liberty,1,1
LEC/2024 Season/Summer Season_Week 3_10_1,2024-06-23 18:37:00,LEC,14.12,Karmine Corp,Team Vitality,1,1
CBLOL/2024 Season/Split 2_Week 4_9_1,2024-06-23 18:44:00,CBLOL,14.12,LØS,KaBuM! Esports,0,1
CBLOL/2024 Season/Split 2_Week 4_10_1,2024-06-23 19:44:00,CBLOL,14.12,FURIA,LOUD,0,1
LCS/2024 Season/Summer Season_Week 2_3_1,2024-06-23 20:11:00,LCS,14.12,FlyQuest,NRG,1,1
LCS/2024 Season/Summer Season_Week 2_3_2,2024-06-23 20:55:00,LCS,14.12,NRG,FlyQuest,1,1
LCS/2024 Season/Summer Season_Week 2_3_3,2024-06-23 21:52:00,LCS,14.12,FlyQuest,NRG,1,1
LCS/2024 Season/Summer Season_Week 2_4_1,2024-06-23 22:50:00,LCS,14.12,Team Liquid,Shopify Rebellion,1,1
LCS/2024 Season/Summer Season_Week 2_4_2,2024-06-23 23:33:00,LCS,14.12,Shopify Rebellion,Team Liquid,0,1
LPL/2024 Season/Summer Placements_Week 4_1_1,2024-06-24 09:17:00,LPL,14.11,ThunderTalk Gaming,EDward Gaming,1,1
LPL/2024 Season/Summer Placements_Week 4_1_2,2024-06-24 10:14:00,LPL,14.11,EDward Gaming,ThunderTalk Gaming,0,1
LPL/2024 Season/Summer Placements_Week 4_2_1,2024-06-24 11:17:00,LPL,14.11,JD Gaming,FunPlus Phoenix,1,1
LPL/2024 Season/Summer Placements_Week 4_2_2,2024-06-24 12:09:00,LPL,14.11,FunPlus Phoenix,JD Gaming,0,1
LPL/2024 Season/Summer Placements_Week 4_3_1,2024-06-25 09:18:00,LPL,14.11,Invictus Gaming,Ultra Prime,1,1
LPL/2024 Season/Summer Placements_Week 4_3_2,2024-06-25 10:10:00,LPL,14.11,Ultra Prime,Invictus Gaming,0,1
LPL/2024 Season/Summer Placements_Week 4_4_1,2024-06-25 11:34:00,LPL,14.11,Weibo Gaming,Anyone's Legend,0,1
LPL/2024 Season/Summer Placements_Week 4_4_2,2024-06-25 12:26:00,LPL,14.11,Anyone's Legend,Weibo Gaming,1,1
LCK/2024 Season/Summer Season_Week 3_1_1,2024-06-26 08:05:00,LCK,14.12,T1,DRX,1,1
LCK/2024 Season/Summer Season_Week 3_1_2,2024-06-26 09:00:00,LCK,14.12,T1,DRX,1,1
LPL/2024 Season/Summer Placements_Week 4_5_1,2024-06-26 09:16:00,LPL,14.11,Top Esports,Rare Atom,1,1
LPL/2024 Season/Summer Placements_Week 4_5_2,2024-06-26 10:10:00,LPL,14.11,Rare Atom,Top Esports,0,1
LCK/2024 Season/Summer Season_Week 3_2_1,2024-06-26 10:36:00,LCK,14.12,Gen.G,Hanwha Life Esports,1,1
LPL/2024 Season/Summer Placements_Week 4_6_1,2024-06-26 11:17:00,LPL,14.11,LNG Esports,Oh My God,1,1
LCK/2024 Season/Summer Season_Week 3_2_2,2024-06-26 11:31:00,LCK,14.12,Hanwha Life Esports,Gen.G,0,1
LPL/2024 Season/Summer Placements_Week 4_6_2,2024-06-26 12:10:00,LPL,14.11,Oh My God,LNG Esports,1,1
LPL/2024 Season/Summer Placements_Week 4_6_3,2024-06-26 13:01:00,LPL,14.11,LNG Esports,Oh My God,1,1
LCK/2024 Season/Summer Season_Week 3_3_1,2024-06-27 08:09:00,LCK,14.12,Nongshim RedForce,Dplus Kia,0,1
LCK/2024 Season/Summer Season_Week 3_3_2,2024-06-27 08:58:00,LCK,14.12,Dplus Kia,Nongshim RedForce,1,1
LPL/2024 Season/Summer Placements_Week 4_7_1,2024-06-27 09:17:00,LPL,14.11,Royal Never Give Up,Team WE,1,1
LPL/2024 Season/Summer Placements_Week 4_7_2,2024-06-27 10:20:00,LPL,14.11,Team WE,Royal Never Give Up,1,1
LCK/2024 Season/Summer Season_Week 3_4_1,2024-06-27 10:36:00,LCK,14.12,KT Rolster,OKSavingsBank BRION,1,1
LPL/2024 Season/Summer Placements_Week 4_7_3,2024-06-27 11:13:00,LPL,14.11,Team WE,Royal Never Give Up,0,1
LPL/2024 Season/Summer Placements_Week 4_8_1,2024-06-27 11:14:00,LPL,14.11,LGD Gaming,Bilibili Gaming,1,1
LCK/2024 Season/Summer Season_Week 3_4_2,2024-06-27 11:27:00,LCK,14.12,OKSavingsBank BRION,KT Rolster,1,1
LPL/2024 Season/Summer Placements_Week 4_8_2,2024-06-27 12:10:00,LPL,14.11,Bilibili Gaming,LGD Gaming,1,1
LCK/2024 Season/Summer Season_Week 3_4_3,2024-06-27 12:26:00,LCK,14.12,KT Rolster,OKSavingsBank BRION,1,1
LPL/2024 Season/Summer Placements_Week 4_8_3,2024-06-27 12:58:00,LPL,14.11,LGD Gaming,Bilibili Gaming,1,1
LCS/2024 Season/Summer Season_Week 3_1_1,2024-06-27 20:07:00,LCS,14.12,Immortals,NRG,0,1
LCS/2024 Season/Summer Season_Week 3_1_2,2024-06-27 20:56:00,LCS,14.12,Immortals,NRG,0,1
LCS/2024 Season/Summer Season_Week 3_2_1,2024-06-27 21:57:00,LCS,14.12,100 Thieves,Team Liquid,0,1
LCS/2024 Season/Summer Season_Week 3_2_2,2024-06-27 22:55:00,LCS,14.12,100 Thieves,Team Liquid,0,1
LCK/2024 Season/Summer Season_Week 3_5_1,2024-06-28 08:07:00,LCK,14.12,BNK FEARX,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 3_5_2,2024-06-28 09:00:00,LCK,14.12,Kwangdong Freecs,BNK FEARX,1,1
