gameid,date,league,patch,blue,red,blue_win,best_of
LCK/2025 Season/Rounds 3-5_Week 15_2_1,2025-08-27 11:21:00,LCK,25.16,DN Freecs,BNK FEARX,0,1
LPL/2025 Season/Split 3_Week 7_6_2,2025-08-27 12:12:00,LPL,25.16,Anyone's Legend,Team WE,0,1
LCK/2025 Season/Rounds 3-5_Week 15_2_2,2025-08-27 12:19:00,LCK,25.16,DN Freecs,BNK FEARX,0,1
LCK/2025 Season/Rounds 3-5_Week 15_3_1,2025-08-28 08:08:00,LCK,25.16,Dplus KIA,OKSavingsBank BRION,1,1
LCK/2025 Season/Rounds 3-5_Week 15_3_2,2025-08-28 09:00:00,LCK,25.16,OKSavingsBank BRION,Dplus KIA,0,1
LPL/2025 Season/Split 3_Week 7_7_1,2025-08-28 09:12:00,LPL,25.16,JD Gaming,Weibo Gaming,1,1
LPL/2025 Season/Split 3_Week 7_7_2,2025-08-28 10:10:00,LPL,25.16,Weibo Gaming,JD Gaming,1,1
LCK/2025 Season/Rounds 3-5_Week 15_4_1,2025-08-28 10:12:00,LCK,25.16,Gen.G,KT Rolster,1,1
LPL/2025 Season/Split 3_Week 7_7_3,2025-08-28 11:00:00,LPL,25.16,JD Gaming,Weibo Gaming,1,1
LCK/2025 Season/Rounds 3-5_Week 15_4_2,2025-08-28 11:16:00,LCK,25.16,KT Rolster,Gen.G,0,1
LPL/2025 Season/Split 3_Week 7_8_1,2025-08-28 12:03:00,LPL,25.16,Invictus Gaming,Bilibili Gaming,1,1
LPL/2025 Season/Split 3_Week 7_8_2,2025-08-28 13:01:00,LPL,25.16,Bilibili Gaming,Invictus Gaming,0,1
LCK/2025 Season/Rounds 3-5_Week 15_5_1,2025-08-29 08:07:00,LCK,25.16,BNK FEARX,DRX,0,1
LCK/2025 Season/Rounds 3-5_Week 15_5_2,2025-08-29 09:02:00,LCK,25.16,BNK FEARX,DRX,1,1
LCK/2025 Season/Rounds 3-5_Week 15_5_3,2025-08-29 09:53:00,LCK,25.16,DRX,BNK FEARX,0,1
LCK/2025 Season/Rounds 3-5_Week 15_6_1,2025-08-29 11:12:00,LCK,25.16,Hanwha Life Esports,Nongshim RedForce,1,1
LCK/2025 Season/Rounds 3-5_Week 15_6_2,2025-08-29 12:12:00,LCK,25.16,Nongshim RedForce,Hanwha Life Esports,0,1
LTA South/2025 Season/Split 3_Round 2_3_1,2025-08-29 16:14:00,LTA South,25.17,RED Canids,Leviatan,1,1
LTA South/2025 Season/Split 3_Round 2_3_2,2025-08-29 17:11:00,LTA South,25.17,Leviatan,RED Canids,1,1
LTA South/2025 Season/Split 3_Round 2_3_3,2025-08-29 18:00:00,LTA South,25.17,RED Canids,Leviatan,1,1
LTA South/2025 Season/Split 3_Round 2_3_4,2025-08-29 18:53:00,LTA South,25.17,Leviatan,RED Canids,0,1
LTA North/2025 Season/Split 3_Round 2_3_1,2025-08-29 20:06:00,LTA North,25.17,Cloud9,Disguised,1,1
LTA North/2025 Season/Split 3_Round 2_3_2,2025-08-29 20:57:00,LTA North,25.17,Disguised,Cloud9,0,1
LTA North/2025 Season/Split 3_Round 2_3_3,2025-08-29 21:42:00,LTA North,25.17,Cloud9,Disguised,0,1
LTA North/2025 Season/Split 3_Round 2_3_4,2025-08-29 22:40:00,LTA North,25.17,Cloud9,Disguised,0,1
LTA North/2025 Season/Split 3_Round 2_3_5,2025-08-29 23:27:00,LTA North,25.17,Cloud9,Disguised,1,1
LCK/2025 Season/Rounds 3-5_Week 15_7_1,2025-08-30 06:12:00,LCK,25.16,T1,Gen.G,1,1
LCK/2025 Season/Rounds 3-5_Week 15_7_2,2025-08-30 07:14:00,LCK,25.16,Gen.G,T1,1,1
LCK/2025 Season/Rounds 3-5_Week 15_7_3,2025-08-30 08:01:00,LCK,25.16,T1,Gen.G,0,1
LPL/2025 Season/Grand Finals_Play-In_1_1,2025-08-30 09:11:00,LPL,25.16,FunPlus Phoenix,Ninjas in Pyjamas.CN,1,1
LCK/2025 Season/Rounds 3-5_Week 15_8_1,2025-08-30 09:32:00,LCK,25.16,DN Freecs,Dplus Kia,0,1
LPL/2025 Season/Grand Finals_Play-In_1_2,2025-08-30 10:07:00,LPL,25.16,Ninjas in Pyjamas.CN,FunPlus Phoenix,1,1
LCK/2025 Season/Rounds 3-5_Week 15_8_2,2025-08-30 10:34:00,LCK,25.16,DN Freecs,Dplus Kia,1,1
LPL/2025 Season/Grand Finals_Play-In_1_3,2025-08-30 11:15:00,LPL,25.16,FunPlus Phoenix,Ninjas in Pyjamas.CN,1,1
LCK/2025 Season/Rounds 3-5_Week 15_8_3,2025-08-30 11:24:00,LCK,25.16,Dplus Kia,DN Freecs,1,1
LPL/2025 Season/Grand Finals_Play-In_1_4,2025-08-30 12:13:00,LPL,25.16,Ninjas in Pyjamas.CN,FunPlus Phoenix,1,1
LPL/2025 Season/Grand Finals_Play-In_1_5,2025-08-30 13:10:00,LPL,25.16,FunPlus Phoenix,Ninjas in Pyjamas.CN,0,1
LTA South/2025 Season/Split 3_Round 2_4_1,2025-08-30 16:14:00,LTA South,25.17,FURIA,LOUD,0,1
LTA South/2025 Season/Split 3_Round 2_4_2,2025-08-30 17:03:00,LTA South,25.17,FURIA,LOUD,0,1
LTA South/2025 Season/Split 3_Round 2_4_3,2025-08-30 17:59:00,LTA South,25.17,FURIA,LOUD,0,1
LTA North/2025 Season/Split 3_Round 2_4_1,2025-08-30 20:09:00,LTA North,25.17,Team Liquid,100 Thieves,0,1
LTA North/2025 Season/Split 3_Round 2_4_2,2025-08-30 21:03:00,LTA North,25.17,Team Liquid,100 Thieves,0,1
LTA North/2025 Season/Split 3_Round 2_4_3,2025-08-30 22:02:00,LTA North,25.17,Team Liquid,100 Thieves,0,1
LCK/2025 Season/Rounds 3-5_Week 15_9_1,2025-08-31 06:06:00,LCK,25.16,Nongshim RedForce,KT Rolster,0,1
LCK/2025 Season/Rounds 3-5_Week 15_9_2,2025-08-31 07:01:00,LCK,25.16,Nongshim RedForce,KT Rolster,0,1
LCK/2025 Season/Rounds 3-5_Week 15_10_1,2025-08-31 08:29:00,LCK,25.16,DRX,OKSavingsBank BRION,0,1
LCK/2025 Season/Rounds 3-5_Week 15_10_2,2025-08-31 09:20:00,LCK,25.16,OKSavingsBank BRION,DRX,0,1
LPL/2025 Season/Grand Finals_Play-In_2_1,2025-08-31 09:39:00,LPL,25.16,Team WE,EDward Gaming,0,1
LCK/2025 Season/Rounds 3-5_Week 15_10_3,2025-08-31 10:13:00,LCK,25.16,DRX,OKSavingsBank BRION,0,1
LPL/2025 Season/Grand Finals_Play-In_2_2,2025-08-31 10:36:00,LPL,25.16,Team WE,EDward Gaming,0,1
LPL/2025 Season/Grand Finals_Play-In_2_3,2025-08-31 11:29:00,LPL,25.16,Team WE,EDward Gaming,1,1
LPL/2025 Season/Grand Finals_Play-In_2_4,2025-08-31 12:15:00,LPL,25.16,EDward Gaming,Team WE,1,1
LTA South/2025 Season/Split 3_Round 4_1_1,2025-08-31 16:16:00,LTA South,25.17,paiN Gaming,Vivo Keyd Stars,1,1
LTA South/2025 Season/Split 3_Round 4_1_2,2025-08-31 17:15:00,LTA South,25.17,Vivo Keyd Stars,paiN Gaming,1,1
LTA South/2025 Season/Split 3_Round 4_1_3,2025-08-31 18:11:00,LTA South,25.17,Vivo Keyd Stars,paiN Gaming,1,1
LTA South/2025 Season/Split 3_Round 4_1_4,2025-08-31 19:02:00,LTA South,25.17,Vivo Keyd Stars,paiN Gaming,1,1
LTA North/2025 Season/Split 3_Round 4_1_1,2025-08-31 20:07:00,LTA North,25.17,FlyQuest,Shopify Rebellion,1,1
LTA North/2025 Season/Split 3_Round 4_1_2,2025-08-31 20:58:00,LTA North,25.17,FlyQuest,Shopify Rebellion,0,1
LTA North/2025 Season/Split 3_Round 4_1_3,2025-08-31 22:02:00,LTA North,25.17,FlyQuest,Shopify Rebellion,1,1
LTA North/2025 Season/Split 3_Round 4_1_4,2025-08-31 22:54:00,LTA North,25.17,FlyQuest,Shopify Rebellion,1,1
LPL/2025 Season/Grand Finals_Play-In_3_1,2025-09-01 09:11:00,LPL,25.16,Weibo Gaming,Ultra Prime,1,1
LPL/2025 Season/Grand Finals_Play-In_3_2,2025-09-01 10:06:00,LPL,25.16,Ultra Prime,Weibo Gaming,0,1
LPL/2025 Season/Grand Finals_Play-In_3_3,2025-09-01 11:06:00,LPL,25.16,Ultra Prime,Weibo Gaming,0,1
LPL/2025 Season/Grand Finals_Play-In_4_1,2025-09-02 09:11:00,LPL,25.16,JD Gaming,LGD Gaming,1,1
LPL/2025 Season/Grand Finals_Play-In_4_2,2025-09-02 10:08:00,LPL,25.16,LGD Gaming,JD Gaming,0,1
LPL/2025 Season/Grand Finals_Play-In_4_3,2025-09-02 11:12:00,LPL,25.16,LGD Gaming,JD Gaming,0,1
LCK/2025 Season/Season Play-In_Round 1_1_1,2025-09-03 08:08:00,LCK,25.17,OKSavingsBank BRION,Nongshim RedForce,0,1
LCK/2025 Season/Season Play-In_Round 1_1_2,2025-09-03 08:53:00,LCK,25.17,Nongshim RedForce,OKSavingsBank BRION,1,1
LCK/2025 Season/Season Play-In_Round 1_1_3,2025-09-03 09:47:00,LCK,25.17,OKSavingsBank BRION,Nongshim RedForce,1,1
LCK/2025 Season/Season Play-In_Round 1_1_4,2025-09-03 10:36:00,LCK,25.17,Nongshim RedForce,OKSavingsBank BRION,0,1
LCK/2025 Season/Season Play-In_Round 1_1_5,2025-09-03 11:26:00,LCK,25.17,Nongshim RedForce,OKSavingsBank BRION,1,1
LCK/2025 Season/Season Play-In_Round 1_2_1,2025-09-04 08:08:00,LCK,25.17,Dplus Kia,BNK FEARX,1,1
LCK/2025 Season/Season Play-In_Round 1_2_2,2025-09-04 09:01:00,LCK,25.17,BNK FEARX,Dplus Kia,1,1
LCK/2025 Season/Season Play-In_Round 1_2_3,2025-09-04 09:51:00,LCK,25.17,Dplus Kia,BNK FEARX,0,1
LCK/2025 Season/Season Play-In_Round 1_2_4,2025-09-04 10:42:00,LCK,25.17,Dplus Kia,BNK FEARX,1,1
LCK/2025 Season/Season Play-In_Round 1_2_5,2025-09-04 11:45:00,LCK,25.17,BNK FEARX,Dplus Kia,1,1
LCK/2025 Season/Season Play-In_Round 2_1_1,2025-09-05 08:07:00,LCK,25.17,Nongshim RedForce,BNK FEARX,0,1
LCK/2025 Season/Season Play-In_Round 2_1_2,2025-09-05 08:58:00,LCK,25.17,Nongshim RedForce,BNK FEARX,0,1
LCP/2025 Season/Season Finals Playoffs_Round 1_1_1,2025-09-05 09:43:00,LCP,25.17,DetonatioN FocusMe,Team Secret Whales,0,1
LCK/2025 Season/Season Play-In_Round 2_1_3,2025-09-05 09:49:00,LCK,25.17,Nongshim RedForce,BNK FEARX,1,1
LCP/2025 Season/Season Finals Playoffs_Round 1_1_2,2025-09-05 10:30:00,LCP,25.17,DetonatioN FocusMe,Team Secret Whales,0,1
LCK/2025 Season/Season Play-In_Round 2_1_4,2025-09-05 10:44:00,LCK,25.17,BNK FEARX,Nongshim RedForce,1,1
LCP/2025 Season/Season Finals Playoffs_Round 1_2_1,2025-09-05 11:31:00,LCP,25.17,MGN Vikings Esports,PSG Talon,0,1
LCP/2025 Season/Season Finals Playoffs_Round 1_2_2,2025-09-05 12:18:00,LCP,25.17,MGN Vikings Esports,PSG Talon,0,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_1_1,2025-09-05 15:09:00,LEC,25.17,Team Heretics,Team Vitality,1,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_1_2,2025-09-05 16:13:00,LEC,25.17,Team Vitality,Team Heretics,1,1
LTA South/2025 Season/Split 3_Round 3_1_1,2025-09-05 16:14:00,LTA South,25.17,RED Canids,LOUD,0,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_1_3,2025-09-05 17:03:00,LEC,25.17,Team Heretics,Team Vitality,0,1
LTA South/2025 Season/Split 3_Round 3_1_2,2025-09-05 17:05:00,LTA South,25.17,RED Canids,LOUD,1,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_1_4,2025-09-05 17:50:00,LEC,25.17,Team Heretics,Team Vitality,0,1
LTA South/2025 Season/Split 3_Round 3_1_3,2025-09-05 17:55:00,LTA South,25.17,LOUD,RED Canids,1,1
LTA South/2025 Season/Split 3_Round 3_1_4,2025-09-05 18:47:00,LTA South,25.17,LOUD,RED Canids,0,1
LTA South/2025 Season/Split 3_Round 3_1_5,2025-09-05 19:37:00,LTA South,25.17,RED Canids,LOUD,1,1
LTA North/2025 Season/Split 3_Round 3_1_1,2025-09-05 20:05:00,LTA North,25.17,Cloud9,100 Thieves,0,1
LTA North/2025 Season/Split 3_Round 3_1_2,2025-09-05 21:02:00,LTA North,25.17,Cloud9,100 Thieves,1,1
LTA North/2025 Season/Split 3_Round 3_1_3,2025-09-05 21:53:00,LTA North,25.17,100 Thieves,Cloud9,1,1
LTA North/2025 Season/Split 3_Round 3_1_4,2025-09-05 22:48:00,LTA North,25.17,Cloud9,100 Thieves,1,1
LTA North/2025 Season/Split 3_Round 3_1_5,2025-09-05 23:36:00,LTA North,25.17,100 Thieves,Cloud9,1,1
LCK/2025 Season/Season Play-In_Round 1_3_1,2025-09-06 06:09:00,LCK,25.17,Dplus Kia,OKSavingsBank BRION,1,1
LCK/2025 Season/Season Play-In_Round 1_3_2,2025-09-06 07:05:00,LCK,25.17,OKSavingsBank BRION,Dplus Kia,1,1
LCK/2025 Season/Season Play-In_Round 1_3_3,2025-09-06 07:56:00,LCK,25.17,Dplus Kia,OKSavingsBank BRION,1,1
LCK/2025 Season/Season Play-In_Round 1_3_4,2025-09-06 08:48:00,LCK,25.17,Dplus Kia,OKSavingsBank BRION,1,1
LCP/2025 Season/Season Finals Playoffs_Round 2_1_1,2025-09-06 09:42:00,LCP,25.17,CTBC Flying Oyster,Team Secret Whales,0,1
LCP/2025 Season/Season Finals Playoffs_Round 2_1_2,2025-09-06 10:36:00,LCP,25.17,CTBC Flying Oyster,Team Secret Whales,1,1
LCP/2025 Season/Season Finals Playoffs_Round 2_1_3,2025-09-06 11:32:00,LCP,25.17,Team Secret Whales,CTBC Flying Oyster,0,1
LCP/2025 Season/Season Finals Playoffs_Round 2_2_1,2025-09-06 12:37:00,LCP,25.17,GAM Esports,PSG Talon,0,1
LCP/2025 Season/Season Finals Playoffs_Round 2_2_2,2025-09-06 13:38:00,LCP,25.17,PSG Talon,GAM Esports,1,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_2_1,2025-09-06 15:11:00,LEC,25.17,GIANTX,Team BDS,1,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_2_2,2025-09-06 16:01:00,LEC,25.17,Team BDS,GIANTX,0,1
LTA South/2025 Season/Split 3_Round 4_2_1,2025-09-06 16:15:00,LTA South,25.17,paiN Gaming,RED Canids,0,1
LEC/2025 Season/Summer Playoffs_Cross Play Decider_2_3,2025-09-06 16:55:00,LEC,25.17,GIANTX,Team BDS,1,1
LTA South/2025 Season/Split 3_Round 4_2_2,2025-09-06 17:03:00,LTA South,25.17,RED Canids,paiN Gaming,1,1
LTA South/2025 Season/Split 3_Round 4_2_3,2025-09-06 18:07:00,LTA South,25.17,RED Canids,paiN Gaming,1,1
LTA North/2025 Season/Split 3_Round 4_2_1,2025-09-06 20:06:00,LTA North,25.17,Shopify Rebellion,100 Thieves,0,1
LTA North/2025 Season/Split 3_Round 4_2_2,2025-09-06 20:55:00,LTA North,25.17,100 Thieves,Shopify Rebellion,1,1
LTA North/2025 Season/Split 3_Round 4_2_3,2025-09-06 21:44:00,LTA North,25.17,Shopify Rebellion,100 Thieves,0,1
LCK/2025 Season/Season Play-In_Round 2_2_1,2025-09-07 06:09:00,LCK,25.17,Nongshim RedForce,Dplus Kia,0,1
LPL/2025 Season/Grand Finals_Round 1_1_1,2025-09-07 06:13:00,LPL,25.17,Bilibili Gaming,JD Gaming,0,1
LPL/2025 Season/Grand Finals_Round 1_1_2,2025-09-07 07:06:00,LPL,25.17,Bilibili Gaming,JD Gaming,0,1
LCK/2025 Season/Season Play-In_Round 2_2_2,2025-09-07 07:08:00,LCK,25.17,Nongshim RedForce,Dplus Kia,0,1
LPL/2025 Season/Grand Finals_Round 1_1_3,2025-09-07 08:04:00,LPL,25.17,Bilibili Gaming,JD Gaming,1,1
LCK/2025 Season/Season Play-In_Round 2_2_3,2025-09-07 08:06:00,LCK,25.17,Nongshim RedForce,Dplus Kia,0,1
LPL/2025 Season/Grand Finals_Round 1_1_4,2025-09-07 08:56:00,LPL,25.17,JD Gaming,Bilibili Gaming,0,1
LCP/2025 Season/Season Finals Playoffs_Round 1_3_1,2025-09-07 09:41:00,LCP,25.17,MGN Vikings Esports,DetonatioN FocusMe,1,1
LPL/2025 Season/Grand Finals_Round 1_1_5,2025-09-07 09:54:00,LPL,25.17,JD Gaming,Bilibili Gaming,0,1
LCP/2025 Season/Season Finals Playoffs_Round 1_3_2,2025-09-07 10:28:00,LCP,25.17,DetonatioN FocusMe,MGN Vikings Esports,0,1
LPL/2025 Season/Grand Finals_Round 1_2_1,2025-09-07 11:19:00,LPL,25.17,Invictus Gaming,EDward Gaming,1,1
LCP/2025 Season/Season Finals Playoffs_Round 1_3_3,2025-09-07 11:25:00,LCP,25.17,DetonatioN FocusMe,MGN Vikings Esports,1,1
LCP/2025 Season/Season Finals Playoffs_Round 1_3_4,2025-09-07 12:19:00,LCP,25.17,MGN Vikings Esports,DetonatioN FocusMe,1,1
LPL/2025 Season/Grand Finals_Round 1_2_2,2025-09-07 12:23:00,LPL,25.17,EDward Gaming,Invictus Gaming,0,1
LPL/2025 Season/Grand Finals_Round 1_2_3,2025-09-07 13:18:00,LPL,25.17,EDward Gaming,Invictus Gaming,0,1
LEC/2025 Season/Summer Playoffs_Round 1_1_1,2025-09-07 15:07:00,LEC,25.17,Karmine Corp,G2 Esports,1,1
LEC/2025 Season/Summer Playoffs_Round 1_1_2,2025-09-07 16:01:00,LEC,25.17,Karmine Corp,G2 Esports,0,1
LTA South/2025 Season/Split 3_Finals_1_1,2025-09-07 16:19:00,LTA South,25.17,RED Canids,Vivo Keyd Stars,0,1
LEC/2025 Season/Summer Playoffs_Round 1_1_3,2025-09-07 16:50:00,LEC,25.17,Karmine Corp,G2 Esports,0,1
LTA South/2025 Season/Split 3_Finals_1_2,2025-09-07 17:07:00,LTA South,25.17,Vivo Keyd Stars,RED Canids,1,1
LEC/2025 Season/Summer Playoffs_Round 1_1_4,2025-09-07 17:39:00,LEC,25.17,G2 Esports,Karmine Corp,1,1
LTA South/2025 Season/Split 3_Finals_1_3,2025-09-07 17:54:00,LTA South,25.17,Vivo Keyd Stars,RED Canids,1,1
LTA North/2025 Season/Split 3_Finals_1_1,2025-09-07 20:12:00,LTA North,25.17,FlyQuest,100 Thieves,1,1
LTA North/2025 Season/Split 3_Finals_1_2,2025-09-07 21:09:00,LTA North,25.17,100 Thieves,FlyQuest,1,1
LTA North/2025 Season/Split 3_Finals_1_3,2025-09-07 21:59:00,LTA North,25.17,FlyQuest,100 Thieves,1,1
LTA North/2025 Season/Split 3_Finals_1_4,2025-09-07 22:50:00,LTA North,25.17,100 Thieves,FlyQuest,0,1
LPL/2025 Season/Grand Finals_Round 1_3_1,2025-09-08 06:14:00,LPL,25.17,Anyone's Legend,Weibo Gaming,1,1
LPL/2025 Season/Grand Finals_Round 1_3_2,2025-09-08 07:08:00,LPL,25.17,Weibo Gaming,Anyone's Legend,1,1
LPL/2025 Season/Grand Finals_Round 1_3_3,2025-09-08 08:03:00,LPL,25.17,Anyone's Legend,Weibo Gaming,0,1
LPL/2025 Season/Grand Finals_Round 1_3_4,2025-09-08 08:56:00,LPL,25.17,Anyone's Legend,Weibo Gaming,1,1
LPL/2025 Season/Grand Finals_Round 1_3_5,2025-09-08 09:52:00,LPL,25.17,Weibo Gaming,Anyone's Legend,1,1
LPL/2025 Season/Grand Finals_Round 1_4_1,2025-09-08 11:23:00,LPL,25.17,Top Esports,Ninjas in Pyjamas.CN,1,1
LPL/2025 Season/Grand Finals_Round 1_4_2,2025-09-08 12:17:00,LPL,25.17,Ninjas in Pyjamas.CN,Top Esports,1,1
LPL/2025 Season/Grand Finals_Round 1_4_3,2025-09-08 13:16:00,LPL,25.17,Top Esports,Ninjas in Pyjamas.CN,1,1
LPL/2025 Season/Grand Finals_Round 1_4_4,2025-09-08 14:17:00,LPL,25.17,Top Esports,Ninjas in Pyjamas.CN,1,1
LEC/2025 Season/Summer Playoffs_Round 1_2_1,2025-09-08 15:06:00,LEC,25.17,Movistar KOI,Fnatic,0,1
LEC/2025 Season/Summer Playoffs_Round 1_2_2,2025-09-08 16:10:00,LEC,25.17,Movistar KOI,Fnatic,1,1
LEC/2025 Season/Summer Playoffs_Round 1_2_3,2025-09-08 17:00:00,LEC,25.17,Fnatic,Movistar KOI,0,1
LEC/2025 Season/Summer Playoffs_Round 1_2_4,2025-09-08 18:03:00,LEC,25.17,Fnatic,Movistar KOI,1,1
LEC/2025 Season/Summer Playoffs_Round 1_2_5,2025-09-08 18:55:00,LEC,25.17,Movistar KOI,Fnatic,1,1
LPL/2025 Season/Grand Finals_Round 2_1_1,2025-09-09 09:14:00,LPL,25.17,Bilibili Gaming,Invictus Gaming,1,1
LPL/2025 Season/Grand Finals_Round 2_1_2,2025-09-09 10:07:00,LPL,25.17,Invictus Gaming,Bilibili Gaming,0,1
LPL/2025 Season/Grand Finals_Round 2_1_3,2025-09-09 10:59:00,LPL,25.17,Invictus Gaming,Bilibili Gaming,1,1
LPL/2025 Season/Grand Finals_Round 2_1_4,2025-09-09 11:56:00,LPL,25.17,Bilibili Gaming,Invictus Gaming,1,1
LCK/2025 Season/Season Playoffs_Round 1_1_1,2025-09-10 08:11:00,LCK,25.17,T1,Dplus Kia,0,1
LCK/2025 Season/Season Playoffs_Round 1_1_2,2025-09-10 09:09:00,LCK,25.17,T1,Dplus Kia,1,1
LPL/2025 Season/Grand Finals_Round 2_2_1,2025-09-10 09:11:00,LPL,25.17,Top Esports,Weibo Gaming,1,1
LCK/2025 Season/Season Playoffs_Round 1_1_3,2025-09-10 10:07:00,LCK,25.17,Dplus Kia,T1,0,1
LPL/2025 Season/Grand Finals_Round 2_2_2,2025-09-10 10:09:00,LPL,25.17,Weibo Gaming,Top Esports,0,1
LCK/2025 Season/Season Playoffs_Round 1_1_4,2025-09-10 10:59:00,LCK,25.17,T1,Dplus Kia,0,1
LPL/2025 Season/Grand Finals_Round 2_2_3,2025-09-10 11:09:00,LPL,25.17,Weibo Gaming,Top Esports,1,1
LCK/2025 Season/Season Playoffs_Round 1_1_5,2025-09-10 11:55:00,LCK,25.17,T1,Dplus Kia,1,1
LPL/2025 Season/Grand Finals_Round 2_2_4,2025-09-10 12:00:00,LPL,25.17,Top Esports,Weibo Gaming,1,1
LCK/2025 Season/Season Playoffs_Round 1_2_1,2025-09-11 08:09:00,LCK,25.17,KT Rolster,BNK FEARX,0,1
LCK/2025 Season/Season Playoffs_Round 1_2_2,2025-09-11 09:03:00,LCK,25.17,KT Rolster,BNK FEARX,1,1
LPL/2025 Season/Grand Finals_Round 1_5_1,2025-09-11 09:12:00,LPL,25.17,EDward Gaming,JD Gaming,1,1
LCK/2025 Season/Season Playoffs_Round 1_2_3,2025-09-11 09:52:00,LCK,25.17,BNK FEARX,KT Rolster,0,1
LPL/2025 Season/Grand Finals_Round 1_5_2,2025-09-11 10:16:00,LPL,25.17,JD Gaming,EDward Gaming,1,1
LCK/2025 Season/Season Playoffs_Round 1_2_4,2025-09-11 10:48:00,LCK,25.17,BNK FEARX,KT Rolster,0,1
LPL/2025 Season/Grand Finals_Round 1_5_3,2025-09-11 11:21:00,LPL,25.17,EDward Gaming,JD Gaming,1,1
LPL/2025 Season/Grand Finals_Round 1_5_4,2025-09-11 12:12:00,LPL,25.17,JD Gaming,EDward Gaming,1,1
LPL/2025 Season/Grand Finals_Round 1_5_5,2025-09-11 13:10:00,LPL,25.17,EDward Gaming,JD Gaming,0,1
LPL/2025 Season/Grand Finals_Round 1_6_1,2025-09-12 09:12:00,LPL,25.17,Ninjas in Pyjamas.CN,Anyone's Legend,1,1
LCP/2025 Season/Season Finals Playoffs_Round 2_3_1,2025-09-12 09:41:00,LCP,25.17,MGN Vikings Esports,Team Secret Whales,0,1
LPL/2025 Season/Grand Finals_Round 1_6_2,2025-09-12 10:06:00,LPL,25.17,Anyone's Legend,Ninjas in Pyjamas.CN,1,1
LCP/2025 Season/Season Finals Playoffs_Round 2_3_2,2025-09-12 10:41:00,LCP,25.17,Team Secret Whales,MGN Vikings Esports,0,1
LPL/2025 Season/Grand Finals_Round 1_6_3,2025-09-12 10:57:00,LPL,25.17,Ninjas in Pyjamas.CN,Anyone's Legend,0,1
LCP/2025 Season/Season Finals Playoffs_Round 2_3_3,2025-09-12 11:32:00,LCP,25.17,MGN Vikings Esports,Team Secret Whales,0,1
LPL/2025 Season/Grand Finals_Round 1_6_4,2025-09-12 11:51:00,LPL,25.17,Ninjas in Pyjamas.CN,Anyone's Legend,0,1
LCP/2025 Season/Season Finals Playoffs_Round 2_3_4,2025-09-12 12:28:00,LCP,25.17,MGN Vikings Esports,Team Secret Whales,0,1
LCK/2025 Season/Season Playoffs_Round 2_1_1,2025-09-13 06:11:00,LCK,25.17,Gen.G,KT Rolster,0,1
LCK/2025 Season/Season Playoffs_Round 2_1_2,2025-09-13 07:02:00,LCK,25.17,Gen.G,KT Rolster,1,1
LCK/2025 Season/Season Playoffs_Round 2_1_3,2025-09-13 08:03:00,LCK,25.17,KT Rolster,Gen.G,0,1
LCK/2025 Season/Season Playoffs_Round 2_1_4,2025-09-13 09:00:00,LCK,25.17,KT Rolster,Gen.G,1,1
LPL/2025 Season/Grand Finals_Round 2_3_1,2025-09-13 09:13:00,LPL,25.17,JD Gaming,Weibo Gaming,1,1
LCP/2025 Season/Season Finals Playoffs_Round 4_1_1,2025-09-13 09:44:00,LCP,25.17,CTBC Flying Oyster,PSG Talon,0,1
LCK/2025 Season/Season Playoffs_Round 2_1_5,2025-09-13 10:01:00,LCK,25.17,Gen.G,KT Rolster,0,1
LPL/2025 Season/Grand Finals_Round 2_3_2,2025-09-13 10:09:00,LPL,25.17,Weibo Gaming,JD Gaming,0,1
LCP/2025 Season/Season Finals Playoffs_Round 4_1_2,2025-09-13 10:41:00,LCP,25.17,CTBC Flying Oyster,PSG Talon,1,1
LPL/2025 Season/Grand Finals_Round 2_3_3,2025-09-13 11:02:00,LPL,25.17,Weibo Gaming,JD Gaming,1,1
LCP/2025 Season/Season Finals Playoffs_Round 4_1_3,2025-09-13 11:33:00,LCP,25.17,PSG Talon,CTBC Flying Oyster,0,1
LPL/2025 Season/Grand Finals_Round 2_3_4,2025-09-13 11:57:00,LPL,25.17,JD Gaming,Weibo Gaming,1,1
LCP/2025 Season/Season Finals Playoffs_Round 4_1_4,2025-09-13 12:43:00,LCP,25.17,PSG Talon,CTBC Flying Oyster,0,1
LEC/2025 Season/Summer Playoffs_Round 1_3_1,2025-09-13 15:07:00,LEC,25.17,Karmine Corp,Team Vitality,0,1
LEC/2025 Season/Summer Playoffs_Round 1_3_2,2025-09-13 16:20:00,LEC,25.17,Karmine Corp,Team Vitality,1,1
LEC/2025 Season/Summer Playoffs_Round 1_3_3,2025-09-13 17:17:00,LEC,25.17,Team Vitality,Karmine Corp,0,1
LEC/2025 Season/Summer Playoffs_Round 1_3_4,2025-09-13 18:05:00,LEC,25.17,Team Vitality,Karmine Corp,0,1
LCK/2025 Season/Season Playoffs_Round 2_2_1,2025-09-14 06:11:00,LCK,25.17,Hanwha Life Esports,T1,1,1
